topic_name|topic_url|course_name
acoustic|http://dbpedia.org/resource/Acoustics|ASA and Aural Skills I
psychoacoustic|http://dbpedia.org/resource/Psychoacoustics|ASA and Aural Skills I
outer ear|http://dbpedia.org/resource/Outer_ear|ASA and Aural Skills I
ASA|http://dbpedia.org/resource/American_National_Standards_Institute|ASA and Aural Skills_II
auditory scene analysis|http://dbpedia.org/resource/Auditory_scene_analysis|ASA and Aural Skills_II
electroacoustics|http://dbpedia.org/resource/Electroacoustic_music|ASA and Aural Skills_II
electroacoustic|http://dbpedia.org/resource/Electroacoustic_music|ASA and Aural Skills_II
EQ|http://dbpedia.org/resource/Emotional_intelligence|ASA and Aural Skills_II
reverb|http://dbpedia.org/resource/Reverberation|ASA and Aural Skills_II
time stretching|http://dbpedia.org/resource/Audio_time_stretching_and_pitch_scaling|ASA and Aural Skills_II
Project I|http://dbpedia.org/resource/BMW_i3|Capstone Recording Project I
Concordia|http://dbpedia.org/resource/Concordia_University|Concordia Laptop Orchestra I
Laptop Orchestra|http://dbpedia.org/resource/Laptop_orchestra|Concordia Laptop Orchestra I
Concordia|http://dbpedia.org/resource/Concordia_University|Concordia Laptop Orchestra II
Laptop Orchestra|http://dbpedia.org/resource/Laptop_orchestra|Concordia Laptop Orchestra II
sound design|http://dbpedia.org/resource/Sound_design|Current Sound Practice Seminar
glitch|http://dbpedia.org/resource/Glitch|Current Sound Practice Seminar
microsound|http://dbpedia.org/resource/Microsound|Current Sound Practice Seminar
plunderphonics|http://dbpedia.org/resource/Plunderphonics|Current Sound Practice Seminar
collage|http://dbpedia.org/resource/Sound_collage|Current Sound Practice Seminar
Acousmatic|http://dbpedia.org/resource/Acousmatic_sound|Digital Audio Editing
Sound Art|http://dbpedia.org/resource/Sound_art|Digital Audio Editing
computer|http://dbpedia.org/resource/Computer_music|Digital Audio Editing
electroacoustic|http://dbpedia.org/resource/Acoustical_engineering|Digital Audio Editing
electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Digital Audio Editing
popular music|http://dbpedia.org/resource/Popular_music|Digital Audio Editing
acoustics|http://dbpedia.org/resource/Acoustics|Digital Audio Editing
psychoacoustics|http://dbpedia.org/resource/Psychoacoustics|Digital Audio Editing
digital|http://dbpedia.org/resource/Digital_data|Digital Audio Editing
electroacoustics|http://dbpedia.org/resource/Electroacoustic_music|Electroacoustic Composition Seminar/Workshop I
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Electroacoustics I
analog|http://dbpedia.org/resource/Analogue_electronics|Electroacoustics I
digital|http://dbpedia.org/resource/Digital_data|Electroacoustics I
electroacoustic|http://dbpedia.org/resource/Electroacoustic_music|Electroacoustics I
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Electroacoustics II
sound design|http://dbpedia.org/resource/Sound_design|Electroacoustics II
electroacoustics|http://dbpedia.org/resource/Electroacoustic_music|Independent Study I
computer|http://dbpedia.org/resource/Computer_music|Sound For Artists
sound recording|http://dbpedia.org/resource/Sound_recording_and_reproduction|Sound For Artists
Spoken word|http://dbpedia.org/resource/Spoken_word|Sound For Artists
acoustics|http://dbpedia.org/resource/Acoustics|Sound For Artists
sound art|http://dbpedia.org/resource/Sound_art|Sound For Artists
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Special Topics in Electroacoustics
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Special Topics in Electroacoustics
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Special Topics in Electroacoustics
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Special Topics in Electroacoustics
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Special Topics in Electroacoustics
music theory|http://dbpedia.org/resource/Music_theory|Theory/MIDIstration_I
electroacoustics|http://dbpedia.org/resource/Electroacoustic_music|Theory/MIDIstration_I
MIDI|http://dbpedia.org/resource/MIDI|Theory/MIDIstration_I
music notation programs|http://dbpedia.org/resource/Scorewriter|Theory/MIDIstration_I
multi-track recording|http://dbpedia.org/resource/Multitrack_recording|Intermediate Sound Recording_I
microphone|http://dbpedia.org/resource/Microphone|Intermediate Sound Recording_I
digital audio|http://dbpedia.org/resource/Digital_audio|Introduction to Recording_I
sound recording|http://dbpedia.org/resource/Sound_recording_and_reproduction|Introduction to Recording_I
installation art|http://dbpedia.org/resource/Installation_art|Multi_channel Composition: Sound and Spaces
Sound Art|http://dbpedia.org/resource/Sound_art|Sound Art Practices
Electroacoustics|http://dbpedia.org/resource/Acoustical_engineering|Special Topics in Electroacoustics
digital synthesis|http://dbpedia.org/resource/Digital_synthesizer|Virtual Modular Synthesis
macroeconomic|http://dbpedia.org/resource/Macroeconomics|Advanced Macroeconomic Theory
classical|http://dbpedia.org/resource/Classical_antiquity|Advanced Macroeconomic Theory
Keynesian|http://dbpedia.org/resource/Keynesian_economics|Advanced Macroeconomic Theory
post-Keynesian|http://dbpedia.org/resource/Post-Keynesian_economics|Advanced Macroeconomic Theory
Microeconomic Theory|http://dbpedia.org/resource/Microeconomics|Advanced Microeconomic Theory
microeconomic|http://dbpedia.org/resource/Microeconomics|Advanced Microeconomic Theory
general equilibrium|http://dbpedia.org/resource/General_equilibrium_theory|Advanced Microeconomic Theory
economics|http://dbpedia.org/resource/Economics|Advanced Microeconomic Theory
income distribution|http://dbpedia.org/resource/Income_distribution|Advanced Microeconomic Theory
Canadian|http://dbpedia.org/resource/Canada|Canadian Economic Policy and Institutions
income distribution|http://dbpedia.org/resource/Income_distribution|Canadian Economic Policy and Institutions
social security|http://dbpedia.org/resource/Social_security|Canadian Economic Policy and Institutions
competition policy|http://dbpedia.org/resource/Competition_law|Canadian Economic Policy and Institutions
inflation|http://dbpedia.org/resource/Inflation|Canadian Economic Policy and Institutions
environmental policy|http://dbpedia.org/resource/Environmental_policy|Canadian Economic Policy and Institutions
Econometrics|http://dbpedia.org/resource/Econometrics|Econometrics I
classical|http://dbpedia.org/resource/Classical_mechanics|Econometrics I
linear regression|http://dbpedia.org/resource/Linear_regression|Econometrics I
time series|http://dbpedia.org/resource/Time_series|Econometrics I
simultaneous equations|http://dbpedia.org/resource/Simultaneous_equations_model|Econometrics I
data management|http://dbpedia.org/resource/Data_management|Econometrics I
statistical software|http://dbpedia.org/resource/List_of_statistical_packages|Econometrics I
Econometrics|http://dbpedia.org/resource/Econometrics|Econometrics II
economics|http://dbpedia.org/resource/Economics|Econometrics II
classical|http://dbpedia.org/resource/Classical_mechanics|Econometrics II
linear regression|http://dbpedia.org/resource/Linear_regression|Econometrics II
maximum likelihood|http://dbpedia.org/resource/Maximum_likelihood_estimation|Econometrics II
matrix algebra|http://dbpedia.org/resource/Matrix_ring|Econometrics II
data management|http://dbpedia.org/resource/Data_management|Econometrics II
statistical software|http://dbpedia.org/resource/List_of_statistical_packages|Econometrics II
capital formation|http://dbpedia.org/resource/Capital_formation|Economic Development
input-output analysis|http://dbpedia.org/resource/Inputâ€“output_model|Economic Development: Policy Analysis
computable general equilibrium|http://dbpedia.org/resource/Computable_general_equilibrium|Economic Development: Policy Analysis
cost-benefit analysis|http://dbpedia.org/resource/Costâ€“benefit_analysis|Economic Development: Policy Analysis
economic history|http://dbpedia.org/resource/Economic_history|Economic History
Industrial Revolution|http://dbpedia.org/resource/Industrial_Revolution|Economic History Prior to the Industrial Revolution
evolution|http://dbpedia.org/resource/Evolution|Economic History Prior to the Industrial Revolution
regression|http://dbpedia.org/resource/Regression_analysis|Economic History Prior to the Industrial Revolution
economics|http://dbpedia.org/resource/Economics|Economics of Human Resources
microeconomics|http://dbpedia.org/resource/Microeconomics|Economics of Personnel and Industrial Relations
economics|http://dbpedia.org/resource/Economics|Economics of Personnel and Industrial Relations
public goods|http://dbpedia.org/resource/Public_good|Economics of Public Expenditure
public choice|http://dbpedia.org/resource/Public_choice|Economics of Public Expenditure
intergovernmental|http://dbpedia.org/resource/Intergovernmental_organization|Economics of Public Expenditure
Canadian|http://dbpedia.org/resource/Canada|Economics of Regulation
economics|http://dbpedia.org/resource/Economics|Economics of the Environment
insurance|http://dbpedia.org/resource/Insurance|Economics of Uncertainty
macroeconomics|http://dbpedia.org/resource/Macroeconomics|Economics of Uncertainty
inflation|http://dbpedia.org/resource/Inflation|Economics of Uncertainty
Environmental Economics|http://dbpedia.org/resource/Environmental_economics|Environmental Economics
economics|http://dbpedia.org/resource/Ecological_economics|Environmental Economics
sustainable development|http://dbpedia.org/resource/Sustainable_development|Environmental Economics
mineral|http://dbpedia.org/resource/Mineral|Environmental Economics
energy|http://dbpedia.org/resource/Energy_development|Environmental Economics
renewable|http://dbpedia.org/resource/Natural_resource|Environmental Economics
international|http://dbpedia.org/resource/International|Environmental Economics
environmental policy|http://dbpedia.org/resource/Environmental_policy|Environmental Economics
intergenerational equity|http://dbpedia.org/resource/Intergenerational_equity|Environmental Economics
environmental ethics|http://dbpedia.org/resource/Environmental_ethics|Environmental Economics
economist|http://dbpedia.org/resource/Neoclassical_economics|Financial Economics
equilibrium|http://dbpedia.org/resource/Economic_equilibrium|Financial Economics
arbitrage|http://dbpedia.org/resource/Arbitrage|Financial Economics
derivative|http://dbpedia.org/resource/Derivative|Financial Economics
securities|http://dbpedia.org/resource/Stock|Financial Economics
Game Theory|http://dbpedia.org/resource/Game_theory|Game Theory Information and Economic Modelling
Economic Modelling|http://dbpedia.org/resource/Economic_model|Game Theory Information and Economic Modelling
international|http://dbpedia.org/resource/International_law|Game Theory Information and Economic Modelling
game theoretic|http://dbpedia.org/resource/Game_theory|Game Theory Information and Economic Modelling
extensive form|http://dbpedia.org/resource/Extensive-form_game|Game Theory Information and Economic Modelling
Bayesian|http://dbpedia.org/resource/Bayesian_probability|Game Theory Information and Economic Modelling
subgame perfection|http://dbpedia.org/resource/Subgame_perfect_equilibrium|Game Theory Information and Economic Modelling
equilibrium|http://dbpedia.org/resource/Nash_equilibrium|Game Theory Information and Economic Modelling
oligopoly|http://dbpedia.org/resource/Oligopoly|Game Theory Information and Economic Modelling
deterrence|http://dbpedia.org/resource/Force_de_dissuasion|Game Theory Information and Economic Modelling
Health Economics|http://dbpedia.org/resource/Health_economics|Health Economics
economics|http://dbpedia.org/resource/Economics|Health Economics
health insurance|http://dbpedia.org/resource/Health_insurance|Health Economics
health care reform|http://dbpedia.org/resource/Health_care_reform|Health Economics
evolution|http://dbpedia.org/resource/Evolution|History of Early Economic Thought
Greek philosophers|http://dbpedia.org/resource/Ancient_Greek_philosophy|History of Early Economic Thought
economics|http://dbpedia.org/resource/Economics|History of Early Economic Thought
outline|http://dbpedia.org/resource/Outline_of_history|History of Early Economic Thought
evolution|http://dbpedia.org/resource/History_of_evolutionary_thought|History of Modern Economic Thought
economics|http://dbpedia.org/resource/Economics|History of Modern Economic Thought
Monetarism|http://dbpedia.org/resource/Monetarism|History of Modern Economic Thought
international|http://dbpedia.org/resource/International|Economic Data Analysis
database management|http://dbpedia.org/resource/Database|Economic Data Analysis
spreadsheet|http://dbpedia.org/resource/Spreadsheet|Economic Data Analysis
statistical software|http://dbpedia.org/resource/List_of_statistical_packages|Economic Data Analysis
Industrial Revolution|http://dbpedia.org/resource/Industrial_Revolution|Economic History After the Industrial Revolution
Europe|http://dbpedia.org/resource/Europe|Economic History After the Industrial Revolution
North America|http://dbpedia.org/resource/North_America|Economic History After the Industrial Revolution
Canada|http://dbpedia.org/resource/Canada|Economic History of Canada
Canadian|http://dbpedia.org/resource/Canada|Economic History of Canada
Labour|http://dbpedia.org/resource/New_Zealand_Labour_Party|Employment Earnings and Labour Market Policies
macroeconomic|http://dbpedia.org/resource/Macroeconomics|Employment Earnings and Labour Market Policies
equilibrium|http://dbpedia.org/resource/Economic_equilibrium|Employment Earnings and Labour Market Policies
employment insurance|http://dbpedia.org/resource/Unemployment_benefits|Employment Earnings and Labour Market Policies
minimum wage|http://dbpedia.org/resource/Minimum_wage_in_the_United_States|Employment Earnings and Labour Market Policies
Economic Inequality|http://dbpedia.org/resource/Economic_inequality|Income Distribution and Economic Inequality
income inequality|http://dbpedia.org/resource/Economic_inequality|Income Distribution and Economic Inequality
wealth inequality|http://dbpedia.org/resource/Economic_inequality|Income Distribution and Economic Inequality
poverty|http://dbpedia.org/resource/Poverty|Income Distribution and Economic Inequality
interact|http://dbpedia.org/resource/Interaction|Industrial Organization
oligopoly|http://dbpedia.org/resource/Oligopoly|Industrial Organization
product differentiation|http://dbpedia.org/resource/Product_differentiation|Industrial Organization
vertical integration|http://dbpedia.org/resource/Vertical_integration|Industrial Organization
anti-trust|http://dbpedia.org/resource/Competition_law|Industrial Organization
collective bargaining|http://dbpedia.org/resource/Collective_bargaining|Industrial Relations I
labour movement|http://dbpedia.org/resource/Labour_movement|Industrial Relations I
automation|http://dbpedia.org/resource/Automation|Industrial Relations I
national income|http://dbpedia.org/resource/Measures_of_national_income_and_output|Intermediate Macroeconomic Theory I
aggregate supply|http://dbpedia.org/resource/Aggregate_supply|Intermediate Macroeconomic Theory I
aggregate demand|http://dbpedia.org/resource/Aggregate_demand|Intermediate Macroeconomic Theory I
national debt|http://dbpedia.org/resource/Government_debt|Intermediate Macroeconomic Theory I
macroeconomic|http://dbpedia.org/resource/Macroeconomics|Intermediate Macroeconomic Theory I
monetary policy|http://dbpedia.org/resource/Monetary_policy|Intermediate Macroeconomic Theory I
labour market|http://dbpedia.org/resource/Labour_economics|Intermediate Macroeconomic Theory II
evolution|http://dbpedia.org/resource/Evolution|Intermediate Macroeconomic Theory II
business cycles|http://dbpedia.org/resource/Business_cycle|Intermediate Macroeconomic Theory II
macroeconomic|http://dbpedia.org/resource/Macroeconomics|Intermediate Macroeconomic Theory II
Canada|http://dbpedia.org/resource/Canada|Intermediate Macroeconomic Theory II
Microeconomic Theory|http://dbpedia.org/resource/Microeconomics|Intermediate Microeconomic Theory I
consumer behaviour|http://dbpedia.org/resource/Consumer_behaviour|Intermediate Microeconomic Theory I
Microeconomic Theory|http://dbpedia.org/resource/Microeconomics|Intermediate Microeconomic Theory II
perfect competition|http://dbpedia.org/resource/Perfect_competition|Intermediate Microeconomic Theory II
monopoly|http://dbpedia.org/resource/Monopoly|Intermediate Microeconomic Theory II
oligopoly|http://dbpedia.org/resource/Oligopoly|Intermediate Microeconomic Theory II
income distribution|http://dbpedia.org/resource/Income_distribution|Intermediate Microeconomic Theory II
economic efficiency|http://dbpedia.org/resource/Economic_efficiency|Intermediate Microeconomic Theory II
general equilibrium|http://dbpedia.org/resource/General_equilibrium_theory|Intermediate Microeconomic Theory II
economics|http://dbpedia.org/resource/Economic_equilibrium|Intermediate Microeconomic Theory II
protectionism|http://dbpedia.org/resource/Protectionism|International Economic Policy and Institutions
exchange rate|http://dbpedia.org/resource/Exchange_rate|International Economic Policy and Institutions
currency|http://dbpedia.org/resource/Currency|International Economic Policy and Institutions
convertibility|http://dbpedia.org/resource/Convertibility|International Economic Policy and Institutions
international|http://dbpedia.org/resource/International|International Economic Policy and Institutions
national income|http://dbpedia.org/resource/Measures_of_national_income_and_output|International Economics: Finance
exchange rate|http://dbpedia.org/resource/Exchange_rate|International Economics: Finance
exchange rate regimes|http://dbpedia.org/resource/Exchange-rate_regime|International Economics: Finance
international|http://dbpedia.org/resource/International_law|International Economics: Finance
optimum currency areas|http://dbpedia.org/resource/Optimum_currency_area|International Economics: Finance
international|http://dbpedia.org/resource/International_law|International Economics: Trade Theory
equalization|http://dbpedia.org/resource/Equalization_payments|International Economics: Trade Theory
tariff|http://dbpedia.org/resource/Tariff|International Economics: Trade Theory
Canadian|http://dbpedia.org/resource/Canadians|International Economics: Trade Theory
Labour|http://dbpedia.org/resource/New_Zealand_Labour_Party|Introduction to Labour Economics
economics|http://dbpedia.org/resource/Economics|Introduction to Labour Economics
Canada|http://dbpedia.org/resource/Canada|Introduction to Labour Economics
human capital|http://dbpedia.org/resource/Human_capital|Introduction to Labour Economics
Macroeconomics|http://dbpedia.org/resource/Macroeconomics|Introduction to Macroeconomics
national income|http://dbpedia.org/resource/Measures_of_national_income_and_output|Introduction to Macroeconomics
inflation|http://dbpedia.org/resource/Inflation|Introduction to Macroeconomics
international|http://dbpedia.org/resource/International_law|Introduction to Macroeconomics
Microeconomics|http://dbpedia.org/resource/Microeconomics|Introduction to Microeconomics
monopoly|http://dbpedia.org/resource/Monopoly|Introduction to Microeconomics
economic efficiency|http://dbpedia.org/resource/Economic_efficiency|Introduction to Microeconomics
Labour|http://dbpedia.org/resource/New_Zealand_Labour_Party|Labour Economics
economics|http://dbpedia.org/resource/Economics|Labour Economics
microeconomic|http://dbpedia.org/resource/Microeconomics|Labour Economics
moral hazard|http://dbpedia.org/resource/Moral_hazard|Labour Economics
adverse selection|http://dbpedia.org/resource/Adverse_selection|Labour Economics
human capital|http://dbpedia.org/resource/Human_capital|Labour Economics
efficiency wages|http://dbpedia.org/resource/Efficiency_wage|Labour Economics
economics|http://dbpedia.org/resource/Economics|Mathematics for Advanced Study in Economics
optimization|http://dbpedia.org/resource/Mathematical_optimization|Mathematics for Advanced Study in Economics
differential|http://dbpedia.org/resource/Differential_equation|Mathematics for Advanced Study in Economics
matrix algebra|http://dbpedia.org/resource/Matrix_ring|Mathematics for Economists I
univariate|http://dbpedia.org/resource/Univariate|Mathematics for Economists I
calculus|http://dbpedia.org/resource/Calculus|Mathematics for Economists I
exponential|http://dbpedia.org/resource/Exponential_function|Mathematics for Economists I
static analysis|http://dbpedia.org/resource/Static_program_analysis|Mathematics for Economists I
optimization|http://dbpedia.org/resource/Mathematical_optimization|Mathematics for Economists I
implicit function theorem|http://dbpedia.org/resource/Implicit_function_theorem|Mathematics for Economists II
calculus|http://dbpedia.org/resource/Calculus|Mathematics for Economists II
constrained optimization|http://dbpedia.org/resource/Constrained_optimization|Mathematics for Economists II
post-Keynesian|http://dbpedia.org/resource/Post-Keynesian_economics|Monetary Theory
macroeconomic|http://dbpedia.org/resource/Macroeconomics|Monetary Theory
international|http://dbpedia.org/resource/International_law|Monetary Theory
monetary economy|http://dbpedia.org/resource/Market_economy|Money and Banking
financial intermediaries|http://dbpedia.org/resource/Financial_intermediary|Money and Banking
Central banking|http://dbpedia.org/resource/Central_bank|Money and Banking
monetary policy|http://dbpedia.org/resource/Monetary_policy|Money and Banking
international|http://dbpedia.org/resource/International_law|Money and Banking
Canadian|http://dbpedia.org/resource/Canada|Money and Banking
Canada|http://dbpedia.org/resource/Canada|Natural Resource Economics
energy|http://dbpedia.org/resource/Energy|Natural Resource Economics
Public Sector Economics|http://dbpedia.org/resource/Public_economics|Public Sector Economics
market economy|http://dbpedia.org/resource/Market_economy|Public Sector Economics
market failure|http://dbpedia.org/resource/Market_failure|Public Sector Economics
public goods|http://dbpedia.org/resource/Public_good|Public Sector Economics
Canada|http://dbpedia.org/resource/Canada|Regional Economics
Canadian|http://dbpedia.org/resource/Canada|Regional Economics
probability|http://dbpedia.org/resource/Probability|Statistical Methods I
descriptive statistics|http://dbpedia.org/resource/Descriptive_statistics|Statistical Methods I
statistical estimation|http://dbpedia.org/resource/Estimation_theory|Statistical Methods I
confidence intervals|http://dbpedia.org/resource/Confidence_interval|Statistical Methods I
hypothesis testing|http://dbpedia.org/resource/Statistical_hypothesis_testing|Statistical Methods I
classical|http://dbpedia.org/resource/Classical_mechanics|Statistical Methods II
linear regression|http://dbpedia.org/resource/Linear_regression|Statistical Methods II
heteroscedasticity|http://dbpedia.org/resource/Heteroscedasticity|Statistical Methods II
multicollinearity|http://dbpedia.org/resource/Multicollinearity|Statistical Methods II
Asia-Pacific|http://dbpedia.org/resource/Asia-Pacific|The Asia-Pacific Rim Economies
Asian|http://dbpedia.org/resource/Asia|The Asia-Pacific Rim Economies
World War II|http://dbpedia.org/resource/World_War_II|The Asia-Pacific Rim Economies
Asian financial crisis|http://dbpedia.org/resource/1997_Asian_financial_crisis|The Asia-Pacific Rim Economies
team production|http://dbpedia.org/resource/Principalâ€“agent_problem|The Corporate Economy
principal-agent theory|http://dbpedia.org/resource/Principalâ€“agent_problem|The Corporate Economy
microeconomic theory|http://dbpedia.org/resource/Microeconomics|The Economics of Professional Sport
free agency|http://dbpedia.org/resource/National_Football_League|The Economics of Professional Sport
commodity|http://dbpedia.org/resource/Commodity|The Economics of Taxation
Irish|http://dbpedia.org/resource/Republic_of_Ireland|The Irish Economy and the European Union
European Union|http://dbpedia.org/resource/European_Union|The Irish Economy and the European Union
Ireland|http://dbpedia.org/resource/Republic_of_Ireland|The Irish Economy and the European Union
currency|http://dbpedia.org/resource/Currency_union|The Irish Economy and the European Union
Econometrics|http://dbpedia.org/resource/Econometrics|Topics in Applied Econometrics
time-series|http://dbpedia.org/resource/Time_series|Topics in Applied Econometrics
cross-sectional data|http://dbpedia.org/resource/Cross-sectional_data|Topics in Applied Econometrics
univariate|http://dbpedia.org/resource/Univariate|Topics in Applied Econometrics
time series|http://dbpedia.org/resource/Time_series|Topics in Applied Econometrics
forecasting|http://dbpedia.org/resource/Forecasting|Topics in Applied Econometrics
trend-stationarity|http://dbpedia.org/resource/Trend_stationary|Topics in Applied Econometrics
logit|http://dbpedia.org/resource/Logistic_regression|Topics in Applied Econometrics
probit|http://dbpedia.org/resource/Probit_model|Topics in Applied Econometrics
probability|http://dbpedia.org/resource/Statistical_model|Topics in Applied Econometrics
microdata|http://dbpedia.org/resource/Microdata_(statistics)|Topics in Applied Econometrics
poverty|http://dbpedia.org/resource/Poverty|Urban Economics
urban renewal|http://dbpedia.org/resource/Urban_renewal|Urban Economics
cognitive|http://dbpedia.org/resource/Cognition|Child Development_I
social learning|http://dbpedia.org/resource/Social_learning_theory|Child Development_I
modern family|http://dbpedia.org/resource/Modern_Family|Child Development_II: Ecology of the Family
parenting styles|http://dbpedia.org/resource/Parenting_styles|Child Development_II: Ecology of the Family
cognitive|http://dbpedia.org/resource/Cognition|Child Studies Field Experience: Inclusive Practices inChildhood Settings
Internet|http://dbpedia.org/resource/Internet|Children and Technology
communication|http://dbpedia.org/resource/Communication|Children and Technology
Canada|http://dbpedia.org/resource/Canada|Children Families and Social Policy
The format|http://dbpedia.org/resource/The_Format|Communication: Child Parent and Teacher
interact|http://dbpedia.org/resource/Interaction|Communication: Child Parent and Teacher
child abuse|http://dbpedia.org/resource/Child_abuse|Communication: Child Parent and Teacher
colonialism|http://dbpedia.org/resource/Colonialism|Comparative Education I
socialization|http://dbpedia.org/resource/Socialization|Comparative Education I
elitism|http://dbpedia.org/resource/Elitism|Comparative Education II
egalitarianism|http://dbpedia.org/resource/Egalitarianism|Comparative Education II
critical pedagogy|http://dbpedia.org/resource/Critical_pedagogy|Diversity in the Classroom
multicultural education|http://dbpedia.org/resource/Multicultural_education|Diversity in the Classroom
intercultural education|http://dbpedia.org/resource/Intercultural_competence|Diversity in the Classroom
Canadian|http://dbpedia.org/resource/Canada|Diversity Issues in Childhood
socioeconomic status|http://dbpedia.org/resource/Socioeconomic_status|Diversity Issues in Childhood
Quebec|http://dbpedia.org/resource/Quebec|Education in Quebec
MEES|http://dbpedia.org/resource/Ministry_of_Education,_Recreation_and_Sports_(Quebec)|Education in Quebec
communication|http://dbpedia.org/resource/Communication|Educational Communication
English|http://dbpedia.org/resource/English_language|English Exam for Teacher Certification
MEES|http://dbpedia.org/resource/Ministry_of_Education,_Recreation_and_Sports_(Quebec)|English Exam for Teacher Certification
TESL|http://dbpedia.org/resource/Teaching_English_as_a_second_or_foreign_language|English Exam for Teacher Certification
ARTE|http://dbpedia.org/resource/Arte|English Exam for Teacher Certification
Socialization|http://dbpedia.org/resource/Socialization|Gender Socialization in Education
constructivist|http://dbpedia.org/resource/Constructivist_epistemology|Historical and Current Curriculum Models for Early Childhood andElementary Education
Canadian|http://dbpedia.org/resource/Canadians|Historical and Current Curriculum Models for Early Childhood andElementary Education
cognitive|http://dbpedia.org/resource/Cognition|Inclusive Practices for School_Aged Populations
cognitive|http://dbpedia.org/resource/Cognition|Inclusive Practices in Early Childhood Settings
communication|http://dbpedia.org/resource/Communication|Inclusive Practices in Early Childhood Settings
practical knowledge|http://dbpedia.org/resource/Know-how|Integrating Computers into the Elementary Classroom
computer|http://dbpedia.org/resource/Computer|Integrating Computers into the Elementary Classroom
cognitive|http://dbpedia.org/resource/Cognition|Integrating Digital Technologies and Social Media in Learning Environments
multimedia|http://dbpedia.org/resource/Multimedia|Integrating Digital Technologies and Social Media in Learning Environments
social media|http://dbpedia.org/resource/Social_media|Integrating Digital Technologies and Social Media in Learning Environments
problem-based learning|http://dbpedia.org/resource/Problem-based_learning|Integrating Digital Technologies and Social Media in Learning Environments
summative evaluation|http://dbpedia.org/resource/Summative_assessment|Internship II: Observation and Evaluation in Education
Kindergarten|http://dbpedia.org/resource/Kindergarten|Internship III: Kindergarten Teaching
The internship|http://dbpedia.org/resource/The_Internship|Internship IV: Primary Teaching
evolution|http://dbpedia.org/resource/Evolution|Introduction to Inclusive Practices
special education|http://dbpedia.org/resource/Special_education|Introduction to Inclusive Practices
e-learning|http://dbpedia.org/resource/Educational_technology|Introduction to Training and Development
instructional systems design|http://dbpedia.org/resource/Instructional_design|Introduction to Training and Development
nutrition|http://dbpedia.org/resource/Nutrition|Physical Activity: Health and Well_being in Early Childhood Settings
health promotion|http://dbpedia.org/resource/Health_promotion|Physical Activity: Health and Well_being in Early Childhood Settings
child maltreatment|http://dbpedia.org/resource/Child_abuse|Physical Activity: Health and Well_being in Early Childhood Settings
stress|http://dbpedia.org/resource/Psychological_stress|Physical Activity: Health and Well_being in Early Childhood Settings
early childhood education|http://dbpedia.org/resource/Early_childhood_education|Prekindergarten Teaching Seminar
The seminar|http://dbpedia.org/resource/The_Seminar|Primary Teaching Seminar
MEES|http://dbpedia.org/resource/Ministry_of_Education,_Recreation_and_Sports_(Quebec)|Primary Teaching Seminar
Psychology|http://dbpedia.org/resource/Psychology|Psychology of Education
educational psychology|http://dbpedia.org/resource/Educational_psychology|Psychology of Education
graduate school|http://dbpedia.org/resource/Graduate_school|Research Methods in Child Studies
Epistemology|http://dbpedia.org/resource/Epistemology|Seminar in Epistemology and Education
Canadian society|http://dbpedia.org/resource/Culture_of_Canada|Sexual Health Education for Children and Youths
sexual health|http://dbpedia.org/resource/Reproductive_health|Sexual Health Education for Children and Youths
Sociology|http://dbpedia.org/resource/Sociology|Sociology of Education I
Sociology|http://dbpedia.org/resource/Sociology|Sociology of Education II
socialization|http://dbpedia.org/resource/Socialization|Sociology of Education II
language acquisition|http://dbpedia.org/resource/Language_acquisition|Teaching a Second Language in Early Childhood andElementary School
kindergarten|http://dbpedia.org/resource/Kindergarten|Teaching Language Arts I
Quebec|http://dbpedia.org/resource/Quebec|Teaching Language Arts II
conceptual analysis|http://dbpedia.org/resource/Philosophical_analysis|Teaching Mathematics I
mathematics|http://dbpedia.org/resource/Mathematics_education|Teaching Mathematics I
numeracy|http://dbpedia.org/resource/Numeracy|Teaching Mathematics I
conceptual analysis|http://dbpedia.org/resource/Philosophical_analysis|Teaching Mathematics II
mathematics|http://dbpedia.org/resource/Mathematics_education|Teaching Mathematics II
geometry|http://dbpedia.org/resource/Geometry|Teaching Mathematics II
conceptual analysis|http://dbpedia.org/resource/Philosophical_analysis|Teaching Mathematics III
mathematics|http://dbpedia.org/resource/Mathematics_education|Teaching Mathematics III
geometry|http://dbpedia.org/resource/Geometry|Teaching Mathematics III
probability|http://dbpedia.org/resource/Probability_theory|Teaching Mathematics III
data analysis|http://dbpedia.org/resource/Data_analysis|Teaching Mathematics III
MEES|http://dbpedia.org/resource/Ministry_of_Education,_Recreation_and_Sports_(Quebec)|Teaching Science Concepts in the Elementary Classroom
educational technology|http://dbpedia.org/resource/Educational_technology|Technology for Educational Change
TESL|http://dbpedia.org/resource/Teaching_English_as_a_second_or_foreign_language|The Inclusive Classroom: Educating Exceptional Children
