course_number|course_subject|course_name|course_desc|course_link
280|ARTX|Integrated Studio in Contemporary Art Practices I| A studio course designed to familiarize students with contemporary art practice and theory in its diverse manifestations. The course questions the boundaries of traditional art disciplines and engages the creative potential of transdisciplinary studio practice with a range of projects that explore, among other things, gesture, mapping, mark-making and time-based image and sound, as well as performative and environmental installation.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#artstudio
380|ARTX|Intermediate Integrated Studio in Contemporary Art Practices|Any 200-level studio course offered by the Department of Studio Arts. This is an intermediate studio course in which students explore and develop a self-directed body of work. The content and context of the course are diverse and students use a wide range of approaches to and methodologies for contemporary art production. The course provides students with opportunities to examine potential roles for the artist today and is based on professional practices including art research, artist writings and exhibition projects.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#artstudio
399|ARTX|Special Topics in Contemporary Studio Arts Practice|Enrolment in a BFA program or written permission of the Department. This studio course brings together students with a practice based in any of the studio disciplines, and/or who have been following an interdisciplinary practice, allowing discussion and exchange on their work in relation to the aspect of art making that this special topic addresses.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#artstudio
398|ARTX|Special Topics in Contemporary Studio Arts Practice| Enrolment in a BFA program or written permission of the Department. This studio course brings together students with a practice based in any of the studio disciplines, and/or who have been following an interdisciplinary practice, allowing discussion and exchange on their work in relation to the aspect of art making that this special topic addresses.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-110.html#artstudio
301|ATRP|An Introduction to Art Therapy|This course provides an introduction to the subject and profession of art therapy, including its history, key processes, and selected approaches. Didactic and experiential components provide students with a broad understanding of the application of basic concepts in art therapy.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-80.html#atrp
451|BCEE|Construction Engineering|The nature of construction and the environment in which the industry works; organizational structures for project delivery; construction contracts and documents; introduction to construction pro­cesses: excavation and site works, foundation layout, concrete form design, concrete, steel, timber, and masonry construction; project plan­ning, scheduling, and control; construction safety. Lectures: three hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
465|BCEE|Construction Planning and Control|This course covers the following topics: methods of delivering construction, contractual relationships and organizational structures, phases of project development, estimating resource requirements, costs and durations, bidding strategies, network analysis using CPM and PERT, time-cost trade-off, resource allocation, cash flow analysis, earned-value concept for integrated time and cost control, quality control, and value engineering. Lectures: three hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
452|BCEE|Fundamentals of Finite Element Analysis of Structures| Matrix formulation of the force and of the displacement methods of analysis. Direct stiffness approach; finite element methods for structural analysis. Truss, beam, plane strain, plane stress, shell and solid elements. Computer applications. Lectures: three hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
455|BCEE|Introduction to Structural Dynamics| Theory of vibration. Dynamic response of simple structural systems. Effects of blast, wind, traffic, and machinery vibrations. Basic concepts in earthquake resistant design. Computer applications. Lectures: three hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
464|BCEE|Project Cost Estimating|Techniques and procedures used for estimating cost of construction projects. Cost estimation process; elements of project cost; conceptual and detailed cost estimation methods; risk assessment and range estimating; case studies; computer-aided estimating.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
466|BCEE|Simulations and Design of Construction Operations|Principles of modelling and simulation. Classification and validation of simulation models. Analysis of input data and outputs. Object Oriented Simulation (OOS). Simulation languages. Application of discrete event simulation in construction operations including earthmoving operations, building construction operations, and tunnelling operations.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
342|BCEE|Structural Analysis I|Analysis of statically determinate structures: deflections, strain energy concepts, virtual work principles. Mueller Breslau principle, influence lines. Approximate methods for statically indeterminate structures. Collapse load analysis. Cables and Arches. Computer applications. Lectures: three hours per week. Tutorial: two hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
343|BCEE|Structural Analysis II|Analysis of statically indeterminate structures: the methods of consist­ent deformations, slope deflection, and moment distribution. Application of virtual work principles. Introduction to matrix methods. Computer applications. Lectures: three hours per week. Tutorial: two hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
344|BCEE|Structural Design I| This course covers the following topics: basis for limit states design, code requirements, structural steel design: tension and compression members, beams and beam-columns, connections, design of timber members. Lectures: three hours per week. Tutorial: two hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
345|BCEE|Structural Design II|This course covers the behaviour of reinforced concrete elements in flexure, compression, shear and bond. Other topics covered in the course are limit states design of reinforced concrete beams, one-way slabs, columns, and footings; serviceability limits states; introduction to prestressed concrete and masonry structures. Lectures: three hours per week. Tutorial: two hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
231|BCEE|Structured Programming and Applications for Building and Civil Engineers|Elements of procedural programming: variables, primitive data types, scope, operators and expressions, control structures, functions, derived data types and basic data structures. Program structure and development: specifications, analysis of requirements, flow charting, incremental development, testing, validation and program documenting. Application of procedural programming, graphics and numerical tool box to mathematics and building, civil and environmental engineering. Lectures: three hours per week. Tutorial: two hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
371|BCEE|Surveying| Elementary operations employed in engineering surveying; use, care, and adjustment of instruments; linear and angular measurements; traversing; earthwork calculations; theory of errors; horizontal and vertical curves and curve layout; slope stakes and grades, application of surveying methods to city, topographic surveying, and introduction to advanced surveying techniques; use of digital computers in surveying calculations. Summer school taken before entering second year of study in the BEng program. Lectures and fieldwork: eight hours per day; six days per week for three weeks.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bcee
421|BIOL|Philosophical Foundations of Biology| This course helps students critically engage biology’s philosophical foundations. Topics typically include the nature of scientific reasoning, testing, and evidence in biology; how best to discover, define, and apply biological concepts; and how to structure the aims of biology to fit our diverse and changing societies.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
467|BIOL|Advanced Cell Biology|This course examines selected topics in cell and molecular biology including the growth and division of differentiated and non-differentiated eukaryotic cells. The focus is on the control|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
461|BIOL|Advanced Genetics|Through lectures and directed readings in classical and contemporary genetics, students are exposed to research literature and problems in this area. Students probe in greater depth areas of particular interest in order to develop a critical sense and deepen an understanding of past and current work in this field. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
422|BIOL|Advanced Statistics for Biological Sciences|This course presents, explains and provides practice with modern statistical tools applied to biological sciences for data exploration and hypotheses testing. The course provides students with the theoretical and practical knowledge to decide which techniques are best suited for particular biological problems, to report statistical results in an effective manner, and to apply their understanding to new biological questions. Examples and applications are drawn from a wide range of biological fields including ecology, epidemiology, genetics, molecular biology and genomics. Lectures and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
466|BIOL|Advanced Techniques in Molecular Biology|This course covers the theory and practice of modern experimental procedures in molecular biology, including use of restriction enzymes, gene cloning and hybridizations, DNA sequencing, site-directed mutagenesis, RT-PCR, and yeast two-hybrid analysis. Laboratory and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
498|BIOL|Advanced Topics in Biology|Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
485|BIOL|Agriculture and Agri-Food Biotechnology|This course provides an overview on the use of biotechnology in agriculture and in the agri-food industry. Plant genomics and genetic manipulation of plants are emphasized. Also discussed are biotechnology methods used in reducing agricultural pollutants and converting agricultural surplus to energy. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
459|BIOL|Aquatic Ecology|The course begins with the molecular structure of water and its relationship to life in aquatic ecosystems. Lectures deal with primary and secondary production in streams, lakes, oceans and estuaries. The role of fish in aquatic communities is introduced in the second half of the course and is the subject of a field trip. Lectures, field trips, and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
351|BIOL|Basic Population Ecology|This course introduces the processes which determine the distribution and abundance of individuals in populations. Population growth, density-dependent and density-independent population regulation, survivorship, life history parameters, the population dynamics of competition, predation and parasitism, and the roles of predation and competition in affecting community structure are discussed. Lectures and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
354|BIOL|Behavioural Ecology| Behavioural ecology is the study of behavioural adaptation. The topics include foraging, anti-predator, fighting, mating, reproductive and social behaviour. Students are introduced to optimality and game theories. Lectures and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
226|BIOL|Biodiversity and Ecology|This course introduces the evolution, biodiversity, and ecology of organisms. The origin and diversity of life, from prokaryotes, through simple eukaryotes to multi-cellular organisms are introduced. Natural selection, speciation, and phylogeny, stressing evolutionary relationships in conjunction with changing conditions on earth, are presented. The course introduces major concepts in ecology: the physical and chemical environment, population structure, life histories, species interactions, communities, and ecosystems. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
480|BIOL|Bioinformatics|This course provides students from Biology with instruction in the basic techniques of bioinformatics, computational biology and biological data science. There are three major goals. The first goal is to introduce common bioinformatic software, databases and tools for analyzing molecular data. The second is to provide students with methods from computational biology to test hypotheses using programming techniques. The third is to provide an introduction to methods from data science for exploring large biological data sets using visualization, statistics and machine learning. Lectures and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
475|BIOL|Biological Computing and Synthetic Biology| This is an interdisciplinary course offered to students who are either in Biology or Electrical and Computer Engineering programs. Students are introduced to the emerging field of synthetic biology and learn to design computational machines that can be implemented in biological media. The term is divided into two phases. In Phase I, Biology students learn basic computer hardware and software concepts, while Engineering students are introduced to gene structure and recombinant DNA technology. In Phase II, all students learn the principles and various applications of cell-based computational machines. Students work in teams to create a project proposal to describe the design of a computational machine using gene regulatory networks. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
322|BIOL|Biostatistics|This course examines statistical methods for the biological sciences; experimental design; data description; binomial, Poisson and Normal distributions; statistical inference; hypothesis testing; chi-square; one and two sample tests of the mean; analysis of variance including 2-way and nested ANOVAs; correlation; regression; and analogous non-parametric techniques. Lectures and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
266|BIOL|Cell Biology|Structure and functions of the cell and its organelles: cytoskeleton, chromosomes, cell cycle and cell division, organelle biogenesis, molecular motors, trafficking of proteins and membranes, signal transduction, trans-membrane transport, cancer, apoptosis|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
364|BIOL|Cell Physiology|This course covers general and specialized processes at the molecular and cellular level in eukaryotes and prokaryotes; protein folding and degradation, signalling by nerves, bioenergetics (respiration and photosynthesis), cell motility, muscle contraction, eukaryotic cilia and flagella, sensory perception, and fundamental immunology. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
474|BIOL|Cellular Neuroscience|This course familiarizes students with current theory and research in cellular neuroscience through student presentations and discussions of original scientific literature. Topics include neural circuitry, brain genomics, neuronal structure, synaptic plasticity, neurotransmission, and molecular basis of neurological disease. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
353|BIOL|Communities and Ecosystems|This course presents an introduction to biological communities, the processes that maintain them and their emergent properties. Topics include the interactions between abiotic and biotic factors in determining community composition, the concepts of niche and habitat, succession theory, community diversity and stability, energy flow and nutrient cycling. Examples emphasize both aquatic and terrestrial ecosystems, and the major global biomes. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
382|BIOL|Comparative Animal Physiology|This course offers a comparative analysis of physiological processes across diverse animal groups at the cellular and systems levels. Topics include endocrinology, muscle contraction, sensory integration, nervous systems, respiration, digestion, and circulation. Lectures and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
463|BIOL|Comparative Genomics and Genome Evolution|This course covers modern comparative genomics including the nature and scope of the various genome projects, gene discovery and data mining, molecular phylogenies, origin of the eukaryotic cell, evolution of gene regulatory networks, concerted evolution, and haplotype mapping. Lectures and seminars.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
457|BIOL|Conservation Biology|This course introduces students to the scientific principles of conservation biology, an interdisciplinary science which aims at identifying and managing environmental problems. Topics may include pollution, climate change, farming, renewable resources, designing nature reserves and conserving biodiversity. Course assignments emphasize effective scientific communication, collaboration and problem-solving skills. Lectures and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
206|BIOL|Elementary Genetics|A survey of classical and contemporary developments in the study of heredity, with particular attention to human examples. This course is open to the general student body. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
385|BIOL|Entomology|This course introduces the student to the variety and complexity of insect life. Basic classification is followed by a more detailed study of morphology and anatomy, together with some physiological considerations. Other topics such as adaptations for aquatic life and social behaviour are discus­sed. Laboratories include the identification of insects collected by students, as well as structured laboratory sessions which complement the lectures. Lectures and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
473|BIOL|Environmental Microbiology|This course surveys microbial diversity and ecophysiology with emphasis on how the activities and interactions of individual organisms influence Earth systems at the ecosystem scale. Topics may include the origin and evolution of the biosphere, microbial interactions and ecosystems, nutrient cycling, molecular and genomic methods in environmental microbiology, microbial associations with plants and animals, and the application of microorganisms to environmental sustainability and bioremediation, human welfare, health, and biotechnology. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
321|BIOL|Evolution|Through readings, discussions, and lectures, students explore the evidence for evolution, as well as current theories for the mechanisms that cause evolu­tionary change. Topics covered include principles of inheritance and variation, adaptation through natural selection, random processes in evolution, and the role of molecular and macroevolutionary processes in shap­ing current patterns of biodiversity. Lectures and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
451|BIOL|Field Ecology|This course is designed to give students practical experience working with field-based community ecology. It involves one or two weeks of fieldwork in a research station (mandatory sleepover), followed by weekly meetings during the fall term. Students learn about sampling methods, experimental design, and statistical tools with the aim of estimating and comparing patterns of biological diversity. Students design and implement their own short study in the field. In the weekly meetings, students process samples collected in the field, perform analysis, present their results in the form of oral presentation as well as written assignment. Students reside in a field station during the field-based portion of the course. They are expected to cover the cost of room and board, and other necessary fees. The location and cost of the fieldwork may change from year to year. Interested students must contact the instructor to obtain detailed information.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
225|BIOL|Form and Function of Organisms| An introduction to plant and animal form and function is presented. This course provides an overview of basic physiological and morphological aspects of plants and animals that allow survival and reproduction. Topics in animal biology include animal architecture, internal fluids, homeostasis, digestion and nutrition, nervous and chemical coordination; topics in plant biology include plant organization, photosynthesis, respiration, water relations, and growth regulation. Reproduction and development of both plants and animals are introduced. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
482|BIOL|Functional Genomics|This course focuses on the functional analysis of expressed genes and their products. Course content includes transcription profiling using microarrays and RNA-Seq, systematic identification of proteins using mass spectrometry, functional analysis by gene knock-outs, localization of gene products by gene knock-ins, recombinant protein synthesis and protein-protein|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
203|BIOL|Fundamental Nutrition|This course deals with food composition (carbohydrates, lipids, proteins, vitamins, and minerals), its absorption and utilization, energy balance, special diets, and food technology. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
200|BIOL|Fundamentals of Human Biology|A series of lectures, demonstrations, and seminars to provide non-biologists with a general survey of the fundamental principles of life, with special emphasis on the structures and functions of human beings. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
468|BIOL|Gene Structure|This course covers fundamental principles and essential concepts underlying the present understanding of gene expression in eukaryotes. Topics may include the role of RNA transcription, RNA localization, RNA transport and microRNAs in eukaryotic gene regulation; the role of DNA methylation, alternative splicing, the histone code and chromatin remodelling in genomic imprinting and epigenetics; and large scale approaches to understanding gene expression such as high throughput sequencing methods, genome wide profiling of mRNA expression, proteomics, and CHIP and CHIP-CHIP analysis. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
202|BIOL|General Biology|This course covers fundamental principles and essential concepts underlying the present understanding of gene expression in eukaryotes. Topics may include the role of RNA transcription, RNA localization, RNA transport and microRNAs in eukaryotic gene regulation; the role of DNA methylation, alternative splicing, the histone code and chromatin remodelling in genomic imprinting and epigenetics; and large scale approaches to understanding gene expression such as high throughput sequencing methods, genome wide profiling of mRNA expression, proteomics, and CHIP and CHIP-CHIP analysis. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
368|BIOL|Genetics and Cell Biology Laboratory|This course introduces students to the basic laboratory techniques of cell biology, microbiology, bacterial genetics, and molecular biology. Experiments include cell membrane functions in red blood cells, bacterial identification, mutagenesis, genetic transformation, gene mapping, DNA isolation and recombinant DNA techniques. Through tutorials, students learn the theory behind techniques and their use in research. Special focus is placed on lab manipulation skill, data organization, and data interpretation. Laboratory and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
486|BIOL|High-throughput Instrumentation|This course provides an in-depth look at high-throughput instruments used in biotechnology and genomics. Students are exposed to technologies such as massively parallel sequencing, high-throughput genotyping, construction of DNA microarrays, proteomics, robotics platform, mass spectrometry, fluorescence-activated cell sorting, chemical screening, microfluidics, surface plasmon resonance, protein microarrays.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
462|BIOL|Immunology|The role of the immune system in maintenance of body homeostasis is presented with particular reference to cells and tissues of the immune system, their organization as well as their structural and functional relationships. Topics include: maturation and differentiation of B and T lymphocytes; structure and properties of antibodies; immune responses to antigens; genetic aspects of anti-body synthesis; immunological considerations in AIDS, cancer, and autoimmune diseases. Lectures and seminars.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
490|BIOL|Independent Study|In this course, the student undertakes a special research project selected in consultation with, and conducted under, the supervision of a faculty member of the Department. The project is intended to develop the student’s knowledge of standard scientific procedures, including methods of researching scientific literature, the planning and execution of experimental and analytical procedures, the writing of a formal report, and the presentation of a seminar on the project.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
484|BIOL|Industrial and Environmental Biotechnology|This course provides an in-depth evaluation of current biotechnology tools used in pharmaceutical and forestry industries, and in environmental remediation. New technologies and genomic approaches that can be applied to these processes are also discussed. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
398|BIOL|Intermediate Topics in Biology|Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
205|BIOL|Introduction to Sustainability|This course begins with an introduction to the science of ecology and to the concept of sustainability as an ecological principle. The concept of sustainability is then broadened to include humans, as students are introduced to ethics, economics, and resource management from an eco-centric point of view. Students are encouraged to think critically about current environmental problems and to take action on an individual project.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
201|BIOL|Introductory Biology|This course begins with an introduction to the science of ecology and to the concept of sustainability as an ecological principle. The concept of sustainability is then broadened to include humans, as students are introduced to ethics, economics, and resource management from an eco-centric point of view. Students are encouraged to think critically about current environmental problems and to take action on an individual project.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
337|BIOL|Invertebrate Biology|This course surveys the diversity of invertebrates and their functional systems, emphasizing the basic themes that define each phylum and those that are common to all animals. The course focuses on evolution, life histories, physiology, and anatomy of the major phyla and the diversity of the minor phyla. Lectures and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
227|BIOL|Laboratory Studies in Biodiversity|This course reviews the diversity of organisms and introduces methods used in their study. The tutorials focus on key evolutionary mechanisms associated with organism diversity, model organisms that illustrate it and phylogenies that integrate diversity. The laboratory exercises are in basic protocols and may include bacterial classification; the structural diversity of protists; reproductive diversity among fungi; invertebrate internal morphology and behaviour; arthropod and mollusk classification; exercises in vertebrate homology; and studies on plant structure, development and physiology. Laboratory and tutorial.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
366|BIOL|Mechanisms of Development|This course explores the mechanisms of cellular interactions and genetic control that govern cell differentiation and development in a range of organisms, from simple model systems to mammals. Specific questions address how cell movement and cell recognition take place, how the genome is restricted in differentiation, how cytoplasmic signals influence differentiation, how gradients affect development, how genes control segmentation, and how growth factors and hormones influence development. The role of genetic engineering in the understanding of developmental processes is discussed. The course is based on gaining an understanding of the basic concepts, mechanisms, and experimental tools used in developmental research. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
371|BIOL|Microbiology|his course provides an in-depth study of the structure and function of microbes. It emphasizes the genetic and biochemical characteristics of microbes which distinguish them from plants and animals. Consideration is also given to the impact of microbes on the global environment and on the quality of human life. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
261|BIOL|Molecular and General Genetics|Prerequisite: Cegep Biology 301 or 101-NYA or BIOL 201; 202 NYA or CHEM 205; 202-NYB or CHEM 206. Basic genetic principles, including mechanisms of meiosis and mitosis, Mendelian genetics, recombination, gene mapping, and chromosome rearrangements; an introduction to molecular genetics, including nucleic acid structure and biosynthesis transcription and translation; the course also includes an introduction to recombinant DNA technology and to concepts of population genetics. Lectures and tutorials|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
367|BIOL|Molecular Biology|This course examines DNA structure, recombinant DNA methodologies, gene structure, transcriptional and post-transcriptional regulation, RNA processing events, translation, chromatin modification, chromatin remodelling and DNA replication. The experimental evidence supporting these concepts is also discussed. Lectures and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
380|BIOL|Nutrition|This course examines DNA structure, recombinant DNA methodologies, gene structure, transcriptional and post-transcriptional regulation, RNA processing events, translation, chromatin modification, chromatin remodelling and DNA replication. The experimental evidence supporting these concepts is also discussed. Lectures and tutorials.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
340|BIOL|Plant Biology|This course surveys the biology of the plant kingdom. Topics include the evolution of the major groups and a comparative analysis of the form (anatomy), function (physiology), and life history of plants. Examples from the local flora are emphasized. Lectures and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
443|BIOL|Plant Molecular Genetics|This course covers a survey of specialized topics in plant molecular genetics including plant disease resistance, flower induction, signal transduction, bioinformatics and genetically modified organisms (GMOs) which have strongly influenced plant improvement in modern agriculture through genetic engineering. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
452|BIOL|Population and Conservation Genetics|Conservation genetics employ the principles of population genetics and systematics to address problems related to conservation of biodiversity. This course examines the main factors that affect genetic variation within and among populations, including natural selection, random genetic drift, mutation and gene flow. The impact of human activities on levels and patterns of genetic variation in both plant and animal communities is discussed. The utility of molecular markers in determining conservation units is examined. Several case studies from the current literature are used to illustrate the many applications of modern molecular techniques in conservation genetics. The course comprises lectures, student presentations, and use of software in genetic data analysis.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
423|BIOL|Scientific Communication|This course is designed to help students improve the clarity, fluency and accuracy of their written and oral scientific work. The course assignments and lessons are designed to develop and improve the following scientific communication skills: (i) research paper writing; (ii) oral presentations; (iii) scientific posters; and (iv) scientific communications to lay persons.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
298|BIOL|Selected Topics in Biology|Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
481|BIOL|Structural Genomics|This course provides an overview of genome analysis including cloning systems; sequencing strategies; methods of detecting genes and approaches to mapping genomes. It covers the theory and design of the different approaches, and the analysis of genomic data generated from them. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
450|BIOL|Techniques in Ecology|This course introduces students to a variety of techniques of experimental design, data collection, and quantitative analysis. Students participate in a series of modules, each of which presents experimental and analytical techniques appropriate for one area of modern research in ecology, behaviour, or evolution. Some modules require students to collect and subsequently analyze original data from field or laboratory settings. Modules and their contents may vary from year to year. Tutorials and laboratory.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
350|BIOL|The Ecology of Individuals|This course is designed to introduce students to the diversity of adaptations possessed by individuals which enables them to interact successfully with the abiotic and biotic environment. Major topics include responses to temperature, water, gas exchange, light, and other species. In addition, sensory ecology and escape in time and space are covered. Physiological adaptations are emphasized. Lectures only.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
330|BIOL|Vertebrate Biology|This course explores how the anatomy, physiology, life history, ecology and behaviour of vertebrates interact to generate animals that function effectively in their environments, and how different vertebrate groups have evolved over the past few hundred million years. Major vertebrate groups discussed are cartilaginous fishes, bony fishes, amphibians, reptiles, birds and mammals. Other special topics on vertebrate biology considered include the role of ecology in vertebrate speciation, vertebrate adaptations to extreme environments, seasonal migrations, human evolution, as well as conservation issues facing different vertebrate groups worldwide.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
472|BIOL|Virology|The life cycles of viruses are discussed with emphasis on the molecular basis of their entry into, reproduction in, and exit from host cells. These life cycles are related to the pathogenicity of different groups of viruses to provide an understanding of the variety of viral diseases.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-030.html#courses
366|BLDG|Acoustics and Lighting| General introduction to the aural and visual environment. Psychological impact of environment. Subjective and objective scales of measurement. Introduction to vibration. The hearing mechanism. Transmission of sound, passive control of noise in buildings, transmission loss, absorption and reverberation time. Room acoustic assessment. Active control of the aural environment. Visual perception. Photometry, brightness, luminance, and illumination. Concept of natural lighting in building. Artificial lighting; light sources; luminaries. Calorimetry. Calculation methods for artificial lighting. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bldg
473|BLDG|Building Acoustics|Noise control criteria and regulations, instrumentation, noise sources, room acoustics, walls, barriers and enclosures, acoustical materials and structures, vibration and noise control systems for buildings. Lectures: three hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bldg
472|BLDG|Building Energy Conservation Technologies|Standards of energy efficiency in buildings.Trends in energy consumption. Energy audit: evaluation of energy performance of existing buildings, weather normalization methods, measurements, disaggregation of total energy consumption, use of computer models, impact of people behaviour. Energy efficiency measures in buildings: approaches, materials and equipments, operating strategies, evaluation methods of energy savings. Renewable energy sources: passive or active solar systems, geothermal systems, free-cooling. Optimum selection of energy sources. Impact of emerging technologies. Case studies. Lectures: three hours per week.|http://www.concordia.ca/academics/undergraduate/calendar/current/sec71/71-60.html#bldg
